Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
0,0.3538280918317683,0.9803088903427124,426.9832448209269,228.52840809339887,0.904025137424469,434.161774710323,233.1336135007022,0.8414418697357178,434.7432957338483,213.20627962605334,0.3362627923488617,437.3693710498595,238.01338110077245,0.40635570883750916,430.3901038009129,195.07310502984552,0.15182122588157654,455.7360977001404,267.33261279845505,0.42496007680892944,404.98400741748594,243.93672643082863,0.20131999254226685,223.4194363369031,126.61127326193821,0.5590245723724365,220.54232136587078,126.32368109199439,0.5879613757133484,106.61472277694874,107.63706164413622,0.5026727914810181,104.38649381144663,107.05460794856037,0.024990230798721313,311.05081965414325,326.3593695136938,0.023799270391464233,401.6784530811095,248.31553941362358,0.02003270387649536,305.9988643346208,137.15469188904495,0.01892983913421631,361.8071343925562,212.91819368855334,0.017097651958465576,366.0179292485955,208.99803590238764,0.014073431491851807,367.0647438992275,210.73335454705057
1,0.37214655560605664,0.978073239326477,427.7970560481039,229.36572814255618,0.9102292060852051,434.4153517819522,234.33377040905896,0.8753769397735596,434.9140295821629,215.26016063904495,0.3690418601036072,438.1530898876404,238.3081603318118,0.4708203077316284,430.9516272384129,194.54946453651684,0.144820898771286,452.53475574964887,268.90268390098316,0.4344792068004608,404.57426264044943,243.99441494030896,0.28740036487579346,224.67261839448736,126.52694873595505,0.5987410545349121,221.9028292880969,125.7664644048455,0.6703761219978333,107.21672143829002,108.53639066889045,0.4751483201980591,104.9314211727528,107.39353822858146,0.018485307693481445,456.02316867099717,272.81153989641854,0.026310771703720093,402.2240662306882,246.5429138869382,0.016735315322875977,305.7108332601826,137.98282237535113,0.022367656230926514,361.1620545119382,213.90166893433985,0.015626460313796997,367.0088658707865,208.3177887991573,0.01245841383934021,367.05665159761236,209.8453958918539
2,0.34219356670099144,0.9769184589385986,427.7336069171348,230.89967191889042,0.9311923384666443,435.0658905372191,235.3215798367275,0.842969536781311,435.38475465238764,216.31089799859552,0.34084829688072205,438.5482410902388,237.96235845330057,0.42765337228775024,430.42507900280896,194.4629180565309,0.14453274011611938,448.1715238764045,259.6094024315309,0.3561705946922302,393.4664676966292,241.39184844627806,0.2017378807067871,225.89681903967696,125.08950908532302,0.49527785181999207,223.78973457250703,125.0388704792837,0.5764204263687134,107.09920475991923,109.15689189782302,0.4265506863594055,105.01515592082163,108.0922604678722,0.019307941198349,447.3536253511236,274.9699076106039,0.02574506402015686,148.0153836025281,339.23641590589887,0.016342192888259888,307.4284037043539,145.126953125,0.01235935091972351,333.7284388167135,292.4743240870786,0.015229761600494385,124.78076720505618,310.2559636148174,0.00803413987159729,116.16418045558287,311.18515186095505
3,0.34012945259318633,0.9754282236099243,428.2225465238764,231.53989641853934,0.930202066898346,436.67068995786514,236.51729283707863,0.8376761078834534,435.9704727001404,217.4484012903792,0.30454403162002563,439.19995940133424,239.15859265273878,0.4515794515609741,430.1873024929775,194.9214909585674,0.14321905374526978,420.3756748156601,260.49162789676967,0.3202270269393921,392.3181289501404,241.96151904845505,0.1634868085384369,226.5749264834972,126.4571629213483,0.5090383887290955,224.98238895716293,125.56240124648875,0.6298785209655762,108.58613089229283,109.49402541257021,0.42669153213500977,106.41495265317766,108.30462166432585,0.020680248737335205,445.1896616046348,273.07482772998594,0.017469674348831177,148.89452302054073,340.21517292837075,0.012691497802734375,308.6085630266854,145.61712715063203,0.01437649130821228,338.39997366573033,292.9931366309691,0.0151863694190979,456.8249100245786,255.03645650456457,0.009825199842453003,116.22967323560393,312.09118789501406
4,0.32834741823813496,0.9766727685928345,427.9723709620786,230.64721954002806,0.9323045015335083,437.20239532127806,236.6068567854635,0.8471300601959229,436.12406184164325,215.8446442679073,0.2799948453903198,438.5981390449438,239.90377018960675,0.4382389187812805,430.87270672401684,194.48502787043537,0.13109681010246277,417.5077631232444,261.3932748858848,0.2768810987472534,389.67359221383424,240.16790840063203,0.13229751586914062,225.1147186622191,125.65800013167134,0.4554665684700012,222.9323209269663,125.03173828125,0.606073796749115,109.71600136060393,109.5897065923455,0.4038389325141907,107.14304720417837,108.42809098490167,0.021059900522232056,444.8119019926264,272.21992406952245,0.019890189170837402,148.9012300298455,340.66033181179773,0.018865108489990234,307.9197847173455,144.27320158883424,0.01609399914741516,337.97505925210675,294.0694676088483,0.0167769193649292,457.81828805301967,255.80138474367976,0.009224176406860352,115.46629487798455,311.71875
5,0.32926002670736876,0.9769240021705627,428.0126130179073,231.6573582338483,0.9369747638702393,436.8283115344101,236.54812587780896,0.8295489549636841,436.1462539501404,217.34396945224717,0.3202930688858032,438.91140712780896,239.75207382373594,0.4191795587539673,430.63748134655896,194.5756342169944,0.12854290008544922,417.7518763167135,260.56640625,0.34868210554122925,391.94681574789325,241.22394004564603,0.11701029539108276,225.97632933198736,127.11294109901684,0.453764408826828,224.22275500351122,126.69949306530899,0.5751283168792725,112.8947054402212,110.58826918012639,0.3944503664970398,109.46214311578301,108.99051966292134,0.02181720733642578,444.61006078827245,271.3886389571629,0.019546031951904297,362.54902014571627,203.3785222085674,0.012382447719573975,360.9691559866573,215.59649863939603,0.020265042781829834,363.9601255266854,222.52276817064603,0.015147536993026733,456.80208699087075,255.24743240870788,0.0077634453773498535,94.1673707426264,308.6048323384831
6,0.3458367603666642,0.9791470766067505,428.52407391151684,231.11624385533707,0.9443238973617554,436.18838878160113,235.4533609111657,0.8774250149726868,436.67579222261236,216.6663283444522,0.37531208992004395,439.52019509304773,240.2018412043539,0.3822997808456421,426.9186984287219,190.85885380091293,0.13650867342948914,457.27525346734546,211.71197441186797,0.36730989813804626,395.0077082601826,240.86365431882024,0.17351403832435608,226.06755288799155,125.47204178370785,0.5345403552055359,224.4286560744382,125.44825864641854,0.5997689366340637,124.40919340326545,317.4401992626404,0.39695054292678833,111.07611152563202,108.81357257285813,0.02422863245010376,445.0339328037219,272.7703103054775,0.02248820662498474,398.4818293539326,246.82191998771066,0.012193351984024048,306.96878840414325,141.0397373156601,0.025218695402145386,363.76972327071627,223.03560064080057,0.015624940395355225,457.6485143082865,256.27595022823033,0.012370795011520386,93.90478241309691,308.19426461551967
7,0.3566290631013758,0.9806700944900513,428.47239290730334,231.027557715941,0.931267499923706,436.7307101474719,234.7781612096208,0.8773956298828125,436.3966489641854,216.2601496664326,0.3670097589492798,438.9529933286517,240.7177185744382,0.418218731880188,430.56829902563203,195.13002545646066,0.13875451683998108,455.4419493943118,212.52279560217698,0.4074825644493103,404.9304610691713,239.07533795646066,0.1534755527973175,226.57089404845505,125.33699635709269,0.4888032376766205,225.21349960498594,125.11633712254212,0.6901401877403259,124.49399798103933,318.07721427317415,0.47651350498199463,111.64302525895364,109.74771221032302,0.02862367033958435,445.09104525105334,271.4046864027388,0.024528324604034424,399.6358464273174,246.9898283883427,0.013734787702560425,360.72402782654495,215.7982849806882,0.03427138924598694,364.03106346558985,215.4419768258427,0.017835915088653564,456.84402980161514,255.87075908532302,0.013968706130981445,95.13510028967697,307.9585454705056
8,0.36495611772817727,0.9788265228271484,428.9563125438904,229.27342104108146,0.9185774922370911,443.7867582514045,233.3586617801966,0.877047061920166,435.7022471910112,214.44698033707863,0.342970073223114,439.2840370435393,241.76908685919943,0.43471771478652954,431.5544625614466,195.11307277036514,0.14292699098587036,456.96892556179773,212.49138649929773,0.39080148935317993,405.16376623946627,239.84262530723316,0.22630029916763306,227.69425638606037,125.8713900105337,0.5906693935394287,226.7671666520365,125.0899479898174,0.6768015027046204,124.65865574525982,319.13933571804773,0.4887128174304962,110.22403331285112,109.45606017380618,0.026718497276306152,338.422577247191,254.0526520804073,0.023947566747665405,399.36301242099717,246.92056377282302,0.01866850256919861,330.28098117099717,139.72809866573033,0.03277230262756348,363.79978822858146,214.92552339360952,0.020246952772140503,124.00638880354634,313.4130859375,0.013548821210861206,124.31936885533707,312.67605556530896
9,0.3627629963790669,0.9837103486061096,429.3742044856039,228.02835871664325,0.923161506652832,444.23921392205057,232.43111942591293,0.8712109327316284,436.3578607794944,213.1340249736657,0.26001131534576416,440.80511543188203,242.71923279494382,0.508323073387146,432.0846043275983,195.1122223929073,0.10488072037696838,440.0866836376404,214.81390449438203,0.3637712299823761,394.94977286692415,240.83084620786514,0.17317914962768555,227.32567262113764,126.16128642907302,0.6067857146263123,226.97539940308988,124.8803436622191,0.7280662655830383,124.71354623858848,318.6376404494382,0.5171035528182983,112.24241106697683,108.97307320926964,0.01728162169456482,443.1741847349017,270.19797335849717,0.02418386936187744,316.4465743504213,322.0548136850421,0.012843906879425049,331.0985779494382,139.53319763869382,0.03271105885505676,364.9828278616573,213.17517227001406,0.025260895490646362,456.3422522384129,207.30660770716293,0.014485776424407959,94.75739554073033,308.2243295733848
