Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
0,0.41690680384635925,0.9503026008605957,443.39218311095505,232.44395738237358,0.7855418920516968,458.1583293100421,234.0624725684691,0.7250959873199463,452.0704222261236,210.83726518609552,0.15608856081962585,457.6822550912921,247.70164918363764,0.6618081331253052,436.6672884480337,193.10332909058985,0.331760048866272,101.78513430477528,182.55700272120788,0.15212354063987732,372.34525873419943,247.72556947858146,0.48819562792778015,365.1320005266854,218.80799025632024,0.3150900602340698,363.95644970154495,224.1846526070927,0.80230712890625,141.5956235735604,347.6856017380618,0.5989778637886047,114.45990058813202,129.73232312148875,0.6613454818725586,101.64770919285463,255.33993153089887,0.14187803864479065,257.54770343223316,326.65804402212075,0.0349406898021698,100.20698461639746,171.58993153089887,0.08380943536758423,192.88645540730337,328.69527409585675,0.0871858298778534,170.72448044680476,348.39053721910113,0.11096474528312683,109.05616331636236,132.75961200842696
1,0.4148179240086499,0.9736472368240356,448.31814540905896,227.53464602352528,0.8285167217254639,464.8963088132022,229.65041257022472,0.8411210179328918,452.5785639044944,209.38309230161514,0.27732300758361816,475.37257505266854,234.15409388167132,0.7230470180511475,434.47860889220505,189.85614905196627,0.2881482243537903,100.02809674552317,190.8764374122191,0.104397714138031,433.0749100245786,211.66588943995788,0.3459017276763916,356.94357882724717,216.64737315660113,0.17687246203422546,361.9462122542135,229.452850684691,0.7734358310699463,145.15143576632724,348.20136938202245,0.7102358341217041,121.3316773832514,132.24255508251403,0.5244439244270325,107.45872926176264,256.98565879564603,0.14063674211502075,253.21162877457866,327.5170075491573,0.0492628812789917,115.84394476386937,172.9712462693118,0.07092490792274475,104.42980134085323,172.36396703827245,0.12754204869270325,169.85176000702248,348.53120610955057,0.0964474081993103,191.8639588088132,338.26317262113764
2,0.36437682544483857,0.9683281183242798,446.52239510182585,238.51998661341293,0.7513994574546814,462.3254806004213,243.9356291695927,0.6875174641609192,449.7781886411517,212.86706131495788,0.12895750999450684,472.7605995435393,233.6308099982444,0.6150505542755127,431.2219649754213,191.93378577071627,0.2990334630012512,100.01979184954354,179.18199174859552,0.16292524337768555,375.95574196804773,245.18985362535113,0.3247312903404236,358.0111317152388,215.99181443117976,0.13730469346046448,358.9779011587079,223.42649995610952,0.7147898077964783,146.8251706241222,348.09427668539325,0.7159336805343628,117.22280438026685,134.4630826457163,0.22232550382614136,112.0238983497191,253.74821695049155,0.10718318819999695,255.7342872191011,329.26823648174155,0.06927400827407837,182.96569138430476,338.54802163799155,0.07787397503852844,177.64419384216993,337.614471778441,0.11897358298301697,171.46385621488764,350.07022471910113,0.09280449151992798,171.47389615519663,348.95354195926967
3,0.36986808040562796,0.9775754809379578,442.4454112535112,229.93309449613764,0.8591359257698059,456.4774348226826,231.821014747191,0.7910176515579224,446.3205813290028,210.5126678809691,0.15212175250053406,465.19361174508424,239.95265317766854,0.5648144483566284,428.5030064957865,192.61279845505618,0.20409220457077026,369.42895782127806,246.0497772559691,0.2004360556602478,374.13919856039325,244.70091401860952,0.2976270616054535,356.74667529845505,213.94473643785113,0.12178206443786621,354.6256144662921,221.9360625877809,0.7744166851043701,141.9305214185393,347.8051483497191,0.7315571308135986,122.59798542837078,133.81498529669943,0.13441938161849976,111.50747234901685,254.0621708216292,0.1256813108921051,246.79259568117976,327.9236251316713,0.05378660559654236,193.82064990783005,337.04652936271066,0.06871896982192993,188.0552004696278,335.98051264044943,0.1285465657711029,167.74264560656601,349.3432342872191,0.10202807188034058,166.47695477089184,347.9374231917135
4,0.4147389723974116,0.9849417209625244,443.1663667485955,235.79949196804773,0.8820027709007263,457.9758821980337,232.80635533707863,0.8541068434715271,444.22552558813203,218.41001360603934,0.2226717174053192,463.54843311095505,238.14362600948033,0.6427454948425293,425.9733255793539,192.1675572770365,0.4200993776321411,97.19663469978933,184.8750768082865,0.2817380726337433,377.8654154231039,246.77992231390448,0.37100404500961304,358.49442042661514,214.68667705407302,0.12163868546485901,360.4862238851826,221.6044153792135,0.872917652130127,144.4974817854635,345.6682869557584,0.6930520534515381,124.3592405854986,133.16707996839887,0.30969902873039246,108.10859594452246,265.05763364641854,0.12340429425239563,120.13865267292837,266.8901696365871,0.04571330547332764,247.40607443820224,335.19885116748594,0.05863916873931885,242.52054621664325,335.10122234901684,0.07817599177360535,165.7881901773174,347.2138891327247,0.08801230788230896,185.4549107926615,332.24442042661514
5,0.37614652339149923,0.9878693222999573,435.65484550561797,235.0408181179775,0.8801342248916626,454.2077499561095,233.7357356039326,0.8319056034088135,441.46349960498594,220.16250438904495,0.18431538343429565,460.7622125175562,239.97671063026684,0.3471072018146515,429.1186797752809,188.68150346734552,0.35521262884140015,95.00474565484551,186.00989181004212,0.15707474946975708,376.2810250614466,244.99157852001406,0.36055174469947815,357.59897296348316,215.98440791783707,0.1318465769290924,355.8792628599017,219.7628269838483,0.6657464504241943,144.41233431355337,344.48823735955057,0.618863046169281,129.6433900983146,132.37164786692415,0.5689393281936646,105.9751497761587,250.30075930477528,0.12523958086967468,250.88878160112358,334.79308396242976,0.028800517320632935,207.82369206460675,341.67859023876406,0.032096654176712036,237.4139472875702,340.4249144136236,0.05140262842178345,195.1305055082514,328.3321354898174,0.06738525629043579,191.44088230775984,329.1296523876404
6,0.3079526477000293,0.9695681929588318,438.67991243855334,237.73827027738764,0.7855238914489746,456.00371971558985,232.62086332514042,0.6799456477165222,444.53229239817415,209.5609034849017,0.16740289330482483,462.04661165730334,235.5969924069522,0.6695464849472046,425.9069412745786,191.21699986832863,0.1508563756942749,489.1618021418539,249.1769169153792,0.14963749051094055,389.24741594978934,237.7343201369382,0.26774248480796814,356.8193414238062,216.7898799596208,0.12390157580375671,357.6016886850421,224.93383514747188,0.49097970128059387,161.43708304073033,345.61424683988764,0.40040677785873413,189.90574525983146,344.45257636938203,0.10835325717926025,110.08302152826545,241.95704770891854,0.12585118412971497,120.03083304073033,239.06310349367976,0.019536584615707397,368.4347568469101,263.0831120523174,0.021043121814727783,360.1241551088483,254.84970264220505,0.03856527805328369,131.2120210454705,316.7433286516854,0.066334068775177,182.78475300649578,346.2812170821629
7,0.3012063450673047,0.9704785346984863,439.58808813202245,240.5708775895365,0.7729169726371765,454.23677251580057,241.53545251053367,0.6143075227737427,442.14204595330057,222.78435524929773,0.1269734501838684,452.6225366485253,241.20509458391854,0.5733522772789001,424.7209116046348,191.98299793714887,0.12438306212425232,365.08202027738764,226.3050002194522,0.1410728394985199,391.5669164764747,238.43168451544943,0.22127780318260193,356.4208710059691,218.1169625614466,0.12433469295501709,109.05320071102528,142.90724850772472,0.4879612922668457,168.99490870786516,342.65625,0.4812801480293274,63.213967312587776,175.86239246839887,0.16164442896842957,324.65222305126406,300.58006715238764,0.2087388038635254,119.11850147033006,249.0593728054775,0.03206348419189453,249.19853296172752,335.6433242626404,0.028064697980880737,245.20856192942415,337.63285090414325,0.02227640151977539,186.46009809515448,346.3204990344101,0.02938145399093628,185.7208594847261,346.1824635709269
8,0.2921595257871291,0.9766818284988403,436.9405613588483,238.1539951281601,0.8121836185455322,451.8436457601826,238.17231939080057,0.6872216463088989,440.39331329002806,220.19152694873594,0.1658826768398285,438.9887914764747,259.80896681882024,0.540663480758667,425.54094978932585,190.74624736657302,0.12006980180740356,371.3114191976826,249.83626119206457,0.15955805778503418,392.01514769136236,237.6847513606039,0.24434253573417664,357.3845955495084,218.49266480863764,0.09815889596939087,357.1758141678371,223.99252216467698,0.33704155683517456,76.34597606873244,170.9099313114466,0.5025180578231812,75.96815473577949,174.4218256232444,0.15990838408470154,324.44393543714887,302.2026422050562,0.07172700762748718,255.77326742450842,332.1653078915028,0.027228206396102905,181.57675068030196,127.22231061271066,0.018993675708770752,359.9129597524579,255.0896736745084,0.024435609579086304,251.84112205933988,388.49708128511236,0.020096898078918457,187.49632417485955,344.4401224543539
9,0.3465900719165802,0.9840057492256165,432.4821146418539,231.21392753686797,0.8796367645263672,451.5347667222612,228.39426790730334,0.8495880961418152,441.676971778441,209.4673893960674,0.2493712306022644,464.32403221558985,235.92438772823033,0.5512309670448303,424.42947902036514,193.3352901158708,0.3232330083847046,487.85178195224717,254.73951018258424,0.2671095132827759,377.51316713483146,246.75608431355334,0.3225509524345398,353.7348577949438,213.67593486657302,0.15888381004333496,112.7085756451896,178.45560481039325,0.5759268403053284,176.73260292310394,333.3003149139747,0.14793968200683594,184.9803041608146,129.16663009129212,0.11546814441680908,124.0661072463132,249.0349313114466,0.3152824640274048,134.10499144136236,232.64966643258424,0.02612459659576416,171.59312730424858,131.65809888518257,0.04271480441093445,181.34145672401684,128.16419965765448,0.030897945165634155,180.45403298367276,133.10560590765448,0.052066653966903687,178.07419680477528,133.38568183813203
